1782278792.406753,55,1,0.000,0.000,128.468,IDLE
1782278792.406838,3,1,0.000,0.000,128.468,IDLE
1782278792.406887,1,1,0.000,0.000,128.468,IDLE
1782278792.406927,43,1,0.000,0.000,128.468,IDLE
1782278792.406965,53,1,0.000,0.000,128.468,IDLE
1782278792.407001,4,1,0.000,0.000,128.468,IDLE
1782278792.407038,18,1,0.000,0.000,128.468,IDLE
1782278792.407073,21,1,0.000,0.000,128.468,IDLE
1782278792.407109,32,1,0.000,0.000,128.468,IDLE
1782278792.407144,57,1,0.000,0.000,128.468,IDLE
1782278792.407179,34,1,0.000,0.000,128.468,IDLE
1782278792.407215,50,1,0.000,0.000,128.468,IDLE
1782278792.407251,54,1,0.000,0.000,128.468,IDLE
1782278792.407286,56,1,0.000,0.000,128.468,IDLE
1782278792.407322,41,1,0.000,0.000,128.468,IDLE
1782278792.407357,52,1,0.000,0.000,128.468,IDLE
1782278792.407392,51,1,0.000,0.000,128.468,IDLE
1782278792.407428,19,1,0.000,0.000,128.468,IDLE
1782278792.407462,31,1,0.000,0.000,128.468,IDLE
1782278792.407497,33,1,0.000,0.000,128.468,IDLE
1782278792.407533,40,1,0.000,0.000,128.468,IDLE
1782278792.407569,42,1,0.000,0.000,128.468,IDLE
1782278792.407604,2,1,0.000,0.000,128.468,IDLE
1782278792.407640,20,1,0.000,0.000,128.468,IDLE
1782278792.506810,55,1,0.000,0.000,128.468,IDLE
1782278792.506924,3,1,0.000,0.000,128.468,IDLE
1782278792.506984,1,1,0.000,0.000,128.468,IDLE
1782278792.507030,43,1,0.000,0.000,128.468,IDLE
1782278792.507084,53,1,0.000,0.000,128.468,IDLE
1782278792.507130,4,1,0.000,0.000,128.468,IDLE
1782278792.507174,18,1,0.000,0.000,128.468,IDLE
1782278792.507216,21,1,0.000,0.000,128.468,IDLE
1782278792.507259,32,1,0.000,0.000,128.468,IDLE
1782278792.507300,57,1,0.000,0.000,128.468,IDLE
1782278792.507342,34,1,0.000,0.000,128.468,IDLE
1782278792.507384,50,1,0.000,0.000,128.468,IDLE
1782278792.507425,54,1,0.000,0.000,128.468,IDLE
1782278792.507466,56,1,0.000,0.000,128.468,IDLE
1782278792.507506,41,1,0.000,0.000,128.468,IDLE
1782278792.507546,52,1,0.000,0.000,128.468,IDLE
1782278792.507586,51,1,0.000,0.000,128.468,IDLE
1782278792.507626,19,1,0.000,0.000,128.468,IDLE
1782278792.507665,31,1,0.000,0.000,128.468,IDLE
1782278792.507705,33,1,0.000,0.000,128.468,IDLE
1782278792.507745,40,1,0.000,0.000,128.468,IDLE
1782278792.507785,42,1,0.000,0.000,128.468,IDLE
1782278792.507824,2,1,0.000,0.000,128.468,IDLE
1782278792.507864,20,1,0.000,0.000,128.468,IDLE
1782278792.606840,55,1,0.000,0.000,128.468,IDLE
1782278792.607015,3,1,0.000,0.000,128.468,IDLE
1782278792.607111,1,1,0.000,0.000,128.468,IDLE
1782278792.607187,43,1,0.000,0.000,128.468,IDLE
1782278792.607258,53,1,0.000,0.000,128.468,IDLE
1782278792.607327,4,1,0.000,0.000,128.468,IDLE
1782278792.607395,18,1,0.000,0.000,128.468,IDLE
1782278792.607464,21,1,0.000,0.000,128.468,IDLE
1782278792.607533,32,1,0.000,0.000,128.468,IDLE
1782278792.607600,57,1,0.000,0.000,128.468,IDLE
1782278792.607670,34,1,0.000,0.000,128.468,IDLE
1782278792.607738,50,1,0.000,0.000,128.468,IDLE
1782278792.607805,54,1,0.000,0.000,128.468,IDLE
1782278792.607873,56,1,0.000,0.000,128.468,IDLE
1782278792.607939,41,1,0.000,0.000,128.468,IDLE
1782278792.608004,52,1,0.000,0.000,128.468,IDLE
1782278792.608070,51,1,0.000,0.000,128.468,IDLE
1782278792.608136,19,1,0.000,0.000,128.468,IDLE
1782278792.608203,31,1,0.000,0.000,128.468,IDLE
1782278792.608268,33,1,0.000,0.000,128.468,IDLE
1782278792.608334,40,1,0.000,0.000,128.468,IDLE
1782278792.608399,42,1,0.000,0.000,128.468,IDLE
1782278792.608476,2,1,0.000,0.000,128.468,IDLE
1782278792.608543,20,1,0.000,0.000,128.468,IDLE
1782278792.706845,55,1,0.000,0.000,128.468,IDLE
1782278792.707023,3,1,0.000,0.000,128.468,IDLE
1782278792.707117,1,1,0.000,0.000,128.468,IDLE
1782278792.707193,43,1,0.000,0.000,128.468,IDLE
1782278792.707264,53,1,0.000,0.000,128.468,IDLE
1782278792.707333,4,1,0.000,0.000,128.468,IDLE
1782278792.707416,18,1,0.000,0.000,128.468,IDLE
1782278792.707489,21,1,0.000,0.000,128.468,IDLE
1782278792.707559,32,1,0.000,0.000,128.468,IDLE
1782278792.707628,57,1,0.000,0.000,128.468,IDLE
1782278792.707696,34,1,0.000,0.000,128.468,IDLE
1782278792.707764,50,1,0.000,0.000,128.468,IDLE
1782278792.707851,54,1,0.000,0.000,128.468,IDLE
1782278792.707926,56,1,0.000,0.000,128.468,IDLE
1782278792.707993,41,1,0.000,0.000,128.468,IDLE
1782278792.708061,52,1,0.000,0.000,128.468,IDLE
1782278792.708127,51,1,0.000,0.000,128.468,IDLE
1782278792.708195,19,1,0.000,0.000,128.468,IDLE
1782278792.708261,31,1,0.000,0.000,128.468,IDLE
1782278792.708327,33,1,0.000,0.000,128.468,IDLE
1782278792.708391,40,1,0.000,0.000,128.468,IDLE
1782278792.708467,42,1,0.000,0.000,128.468,IDLE
1782278792.708534,2,1,0.000,0.000,128.468,IDLE
1782278792.708601,20,1,0.000,0.000,128.468,IDLE
1782278792.806782,55,1,0.000,0.000,128.468,IDLE
1782278792.806994,3,1,0.000,0.000,128.468,IDLE
1782278792.807099,1,1,0.000,0.000,128.468,IDLE
1782278792.807184,43,1,0.000,0.000,128.468,IDLE
1782278792.807259,53,1,0.000,0.000,128.468,IDLE
1782278792.807332,4,1,0.000,0.000,128.468,IDLE
1782278792.807402,18,1,0.000,0.000,128.468,IDLE
1782278792.807473,21,1,0.000,0.000,128.468,IDLE
1782278792.807543,32,1,0.000,0.000,128.468,IDLE
1782278792.807613,57,1,0.000,0.000,128.468,IDLE
1782278792.807694,34,1,0.000,0.000,128.468,IDLE
1782278792.807768,50,1,0.000,0.000,128.468,IDLE
1782278792.807837,54,1,0.000,0.000,128.468,IDLE
1782278792.807905,56,1,0.000,0.000,128.468,IDLE
1782278792.807975,41,1,0.000,0.000,128.468,IDLE
1782278792.808044,52,1,0.000,0.000,128.468,IDLE
1782278792.808112,51,1,0.000,0.000,128.468,IDLE
1782278792.808180,19,1,0.000,0.000,128.468,IDLE
1782278792.808248,31,1,0.000,0.000,128.468,IDLE
1782278792.808316,33,1,0.000,0.000,128.468,IDLE
1782278792.808383,40,1,0.000,0.000,128.468,IDLE
1782278792.808467,42,1,0.000,0.000,128.468,IDLE
1782278792.808537,2,1,0.000,0.000,128.468,IDLE
1782278792.808604,20,1,0.000,0.000,128.468,IDLE
1782278792.906841,55,1,0.000,0.000,128.468,IDLE
1782278792.907041,3,1,0.000,0.000,128.468,IDLE
1782278792.907138,1,1,0.000,0.000,128.468,IDLE
1782278792.907218,43,1,0.000,0.000,128.468,IDLE
1782278792.907290,53,1,0.000,0.000,128.468,IDLE
1782278792.907360,4,1,0.000,0.000,128.468,IDLE
1782278792.907428,18,1,0.000,0.000,128.468,IDLE
1782278792.907498,21,1,0.000,0.000,128.468,IDLE
1782278792.907583,32,1,0.000,0.000,128.468,IDLE
1782278792.907656,57,1,0.000,0.000,128.468,IDLE
1782278792.907726,34,1,0.000,0.000,128.468,IDLE
1782278792.907795,50,1,0.000,0.000,128.468,IDLE
1782278792.907863,54,1,0.000,0.000,128.468,IDLE
1782278792.907930,56,1,0.000,0.000,128.468,IDLE
1782278792.907997,41,1,0.000,0.000,128.468,IDLE
1782278792.908065,52,1,0.000,0.000,128.468,IDLE
1782278792.908133,51,1,0.000,0.000,128.468,IDLE
1782278792.908201,19,1,0.000,0.000,128.468,IDLE
1782278792.908268,31,1,0.000,0.000,128.468,IDLE
1782278792.908337,33,1,0.000,0.000,128.468,IDLE
1782278792.908403,40,1,0.000,0.000,128.468,IDLE
1782278792.908480,42,1,0.000,0.000,128.468,IDLE
1782278792.908571,2,1,0.000,0.000,128.468,IDLE
1782278792.908646,20,1,0.000,0.000,128.468,IDLE
1782278793.006836,55,1,0.000,0.000,128.468,IDLE
1782278793.007017,3,1,0.000,0.000,128.468,IDLE
1782278793.007112,1,1,0.000,0.000,128.468,IDLE
1782278793.007190,43,1,0.000,0.000,128.468,IDLE
1782278793.007262,53,1,0.000,0.000,128.468,IDLE
1782278793.007331,4,1,0.000,0.000,128.468,IDLE
1782278793.007400,18,1,0.000,0.000,128.468,IDLE
1782278793.007468,21,1,0.000,0.000,128.468,IDLE
1782278793.007536,32,1,0.000,0.000,128.468,IDLE
1782278793.007605,57,1,0.000,0.000,128.468,IDLE
1782278793.007673,34,1,0.000,0.000,128.468,IDLE
1782278793.007740,50,1,0.000,0.000,128.468,IDLE
1782278793.007806,54,1,0.000,0.000,128.468,IDLE
1782278793.007873,56,1,0.000,0.000,128.468,IDLE
1782278793.007939,41,1,0.000,0.000,128.468,IDLE
1782278793.008005,52,1,0.000,0.000,128.468,IDLE
1782278793.008071,51,1,0.000,0.000,128.468,IDLE
1782278793.008137,19,1,0.000,0.000,128.468,IDLE
1782278793.008204,31,1,0.000,0.000,128.468,IDLE
1782278793.008269,33,1,0.000,0.000,128.468,IDLE
1782278793.008335,40,1,0.000,0.000,128.468,IDLE
1782278793.008401,42,1,0.000,0.000,128.468,IDLE
1782278793.008477,2,1,0.000,0.000,128.468,IDLE
1782278793.008545,20,1,0.000,0.000,128.468,IDLE
1782278793.106843,55,1,0.000,0.000,128.468,IDLE
1782278793.107018,3,1,0.000,0.000,128.468,IDLE
1782278793.107111,1,1,0.000,0.000,128.468,IDLE
1782278793.107188,43,1,0.000,0.000,128.468,IDLE
1782278793.107258,53,1,0.000,0.000,128.468,IDLE
1782278793.107327,4,1,0.000,0.000,128.468,IDLE
1782278793.107395,18,1,0.000,0.000,128.468,IDLE
1782278793.107462,21,1,0.000,0.000,128.468,IDLE
1782278793.107531,32,1,0.000,0.000,128.468,IDLE
1782278793.107599,57,1,0.000,0.000,128.468,IDLE
1782278793.107685,34,1,0.000,0.000,128.468,IDLE
1782278793.107756,50,1,0.000,0.000,128.468,IDLE
1782278793.107824,54,1,0.000,0.000,128.468,IDLE
1782278793.107890,56,1,0.000,0.000,128.468,IDLE
1782278793.107958,41,1,0.000,0.000,128.468,IDLE
1782278793.108025,52,1,0.000,0.000,128.468,IDLE
1782278793.108092,51,1,0.000,0.000,128.468,IDLE
1782278793.108159,19,1,0.000,0.000,128.468,IDLE
1782278793.108227,31,1,0.000,0.000,128.468,IDLE
1782278793.108295,33,1,0.000,0.000,128.468,IDLE
1782278793.108363,40,1,0.000,0.000,128.468,IDLE
1782278793.108436,42,1,0.000,0.000,128.468,IDLE
1782278793.108509,2,1,0.000,0.000,128.468,IDLE
1782278793.108577,20,1,0.000,0.000,128.468,IDLE
1782278793.206844,55,1,0.000,0.000,128.468,IDLE
1782278793.207020,3,1,0.000,0.000,128.468,IDLE
1782278793.207114,1,1,0.000,0.000,128.468,IDLE
1782278793.207191,43,1,0.000,0.000,128.468,IDLE
1782278793.207264,53,1,0.000,0.000,128.468,IDLE
1782278793.207334,4,1,0.000,0.000,128.468,IDLE
1782278793.207402,18,1,0.000,0.000,128.468,IDLE
1782278793.207472,21,1,0.000,0.000,128.468,IDLE
1782278793.207541,32,1,0.000,0.000,128.468,IDLE
1782278793.207610,57,1,0.000,0.000,128.468,IDLE
1782278793.207681,34,1,0.000,0.000,128.468,IDLE
1782278793.207750,50,1,0.000,0.000,128.468,IDLE
1782278793.207818,54,1,0.000,0.000,128.468,IDLE
1782278793.207886,56,1,0.000,0.000,128.468,IDLE
1782278793.207955,41,1,0.000,0.000,128.468,IDLE
1782278793.208024,52,1,0.000,0.000,128.468,IDLE
1782278793.208092,51,1,0.000,0.000,128.468,IDLE
1782278793.208161,19,1,0.000,0.000,128.468,IDLE
1782278793.208229,31,1,0.000,0.000,128.468,IDLE
1782278793.208297,33,1,0.000,0.000,128.468,IDLE
1782278793.208365,40,1,0.000,0.000,128.468,IDLE
1782278793.208432,42,1,0.000,0.000,128.468,IDLE
1782278793.208509,2,1,0.000,0.000,128.468,IDLE
1782278793.208577,20,1,0.000,0.000,128.468,IDLE
1782278793.306838,55,1,0.000,0.000,128.468,IDLE
1782278793.307013,3,1,0.000,0.000,128.468,IDLE
1782278793.307106,1,1,0.000,0.000,128.468,IDLE
1782278793.307180,43,1,0.000,0.000,128.468,IDLE
1782278793.307250,53,1,0.000,0.000,128.468,IDLE
1782278793.307318,4,1,0.000,0.000,128.468,IDLE
1782278793.307386,18,1,0.000,0.000,128.468,IDLE
1782278793.307453,21,1,0.000,0.000,128.468,IDLE
1782278793.307557,32,1,0.000,0.000,128.468,IDLE
1782278793.307629,57,1,0.000,0.000,128.468,IDLE
1782278793.307699,34,1,0.000,0.000,128.468,IDLE
1782278793.307766,50,1,0.000,0.000,128.468,IDLE
